trip_id,passenger_name,age,city,transport_mode,distance_km,fare,trip_start,trip_end,rating,weather_condition,payment_method
TRP12264,Natalie,71,Kolkata,BUS ,38.0,error,18/02/2026 09:17 PM,2026-02-19 00:09:30,,Sunny,cash 
TRP12265, Joshua Collier ,70,Pune,metro,unknown,₹592.17,2026-01-14 16:31:31,,,Cloudy,wallet
TRP12266,GREGORY SULLIVAN,N/A,Pune,BUS ,33.6,₹607.01,,14-01-2026 07:23,2.5,storm,UPI
TRP12267, Abigail Young ,25,Delhi,Auto,35.3,,invalid_date,06-06-2025 14:46,3.3,storm,UPI
TRP12268,John,twenty five,Delhi,Auto,47.2,error,22/08/2025 10:45 PM,2025-08-23 00:40:53,,sunny,Card
TRP12269,Sara,20, Mumbai ,Walk,45.8,,2025-09-28 16:22:47,,,Cloudy,wallet
TRP12270,Joy Barton,,Delhi,Metro,9.95,458.37,02-17-2026 20:56,,five,Cloudy,
TRP12271,,,Bangalore,Bike,48.3,,invalid_date,2025-10-16 04:02:58,five,Sunny,wallet
TRP12272,Timothy,twenty five,Kolkata,Taxi,unknown,532.89,2026-01-06 20:34:08,2026-01-06 22:36:08,3.6,,wallet
TRP12273,EDWARD YOUNG,N/A,Delhi,Taxi,,error,invalid_date,2026-04-01 13:44:36,,Rainy,UPI
TRP12274,MARK MILLER,,Mumbai,Bike,,₹1219.36,,,-1,Rainy,UPI
TRP12275,Dr. Diana Rodriguez,twenty five, Mumbai ,metro,unknown,,2025-09-23 13:55:58,23-09-2025 14:35,-1,Sunny,Cash
TRP12276,DAVID HARRIS,,Bangalore,Walk,48.28,₹357.4,,2026-03-12 09:55:07,-1,Fog,UPI
TRP12277,Tracy Wilkerson,twenty five,Hyderabad,Metro,,₹1224.84,11/12/2025 01:42 PM,,,Sunny,
TRP12278,MELISSA VARGAS,,Hyderabad,Bike,,,2026-04-16 13:17:35,2026-04-16 15:36:35,1.9,Cloudy,wallet
TRP12279,Benjamin,N/A, Mumbai ,train,33.11,,05-06-2026 05:59,,6,,Cash
TRP12280,Glenn,N/A,Mumbai,metro,11.4,272.19,07-27-2025 12:05,27-07-2025 14:13,-1,,UPI
TRP12281,,22,delhi,Bus,24.74,,,,,Cloudy,wallet
TRP12282,David,,Chennai,BUS ,14.6,error,13/12/2025 11:22 PM,14-12-2025 00:01,2.5,sunny,Card
TRP12283, Jim Haas ,twenty five,Delhi,metro,1.1,₹331.84,24/02/2026 04:02 AM,,-1,,Card
TRP12284,Robert Rios,29,Chennai,Walk,1.9,error,01-14-2026 15:24,2026-01-14 17:21:26,6,storm,cash 
TRP12285,Megan,51,Chennai,Bus,21.94,700.7,10-05-2025 10:13,2025-10-05 11:21:09,,Rainy,cash 
TRP12286,,64,Chennai,Metro,,error,,,,Rainy,UPI
TRP12287,,,Chennai,Bike,35.54,error,invalid_date,03-09-2025 23:48,6,Rainy,
TRP12288, Chris Perkins ,70,Kolkata,Metro,29.22,error,,02-04-2026 13:24,five,Cloudy,wallet
TRP12289,Robert Daniel,65,Chennai,Bike,24.0,821.32,,,1.1,,
TRP12290, Daniel Marquez ,,,Bike,unknown,error,invalid_date,2026-04-15 06:21:40,6,Cloudy,cash 
TRP12291,Lori Hernandez,36,delhi,Taxi,12.35,,,,2.7,Rainy,wallet
TRP12292,Jessica,twenty five, Mumbai ,Bus,28.11,,01/08/2025 03:08 PM,01-08-2025 17:59,-1,Sunny,cash 
TRP12293, Joseph Bowers ,56,Kolkata,Bus,,₹306.09,08-17-2025 05:54,2025-08-17 06:14:41,6,Rainy,Cash
TRP12294,,39,Pune,BUS ,41.3,,2025-06-17 12:30:17,17-06-2025 14:55,4.0,Sunny,Cash
TRP12295,Kimberly,,Hyderabad,train,3.21,95.36,,28-08-2025 06:04,6,Cloudy,
TRP12296,ADAM OWEN,62, Mumbai ,Walk,16.0,,invalid_date,,-1,Rainy,Card
TRP12297,Aaron Miller,70,delhi,Auto,,,invalid_date,,five,,wallet
TRP12298,Victor Jones,N/A,Chennai,Taxi,18.38,error,2026-04-16 05:35:50,,6,Sunny,
TRP12299,Bill Wilkerson,twenty five,Delhi,Bike,,577.99,2025-10-21 03:48:14,2025-10-21 05:08:14,6,,wallet
TRP12300, Brandon Riley MD ,twenty five,delhi,Metro,49.5,error,invalid_date,27-03-2026 08:16,,Sunny,wallet
TRP12301,Adam,,Bangalore,Metro,34.69,error,16/03/2026 01:32 PM,2026-03-16 15:18:04,6,Sunny,UPI
TRP12302,Sonya,35,Pune,Auto,,error,12-15-2025 10:46,15-12-2025 11:23,,storm,wallet
TRP12303,,26,Chennai,train,31.4,,02/04/2026 12:54 AM,02-04-2026 01:07,five,Fog,Cash
TRP12304,,twenty five,Mumbai,Taxi,8.58,error,invalid_date,04-02-2026 06:50,,,Cash
TRP12305,Kaitlin,twenty five,Kolkata,Taxi,32.9,,07/06/2025 10:09 PM,,4.0,storm,cash 
TRP12306,Margaret Hogan,39,Chennai,metro,unknown,error,,22-06-2025 09:19,,sunny,Card
TRP12307,JAMES WILLIAMS,N/A,Mumbai,Metro,,1005.08,22/12/2025 09:40 PM,,4.8,Cloudy,wallet
TRP12308,,N/A,Kolkata,Bus,10.4,,invalid_date,,6,Rainy,Card
TRP12309, Maria Stewart ,,Bangalore,Walk,33.61,error,2025-11-07 09:07:06,,-1,Fog,cash 
TRP12310,Dan,twenty five,delhi,Auto,,804.34,invalid_date,05-03-2026 00:15,3.8,Rainy,Card
TRP12311, Marissa Gutierrez ,,Kolkata,train,8.3,₹387.43,07-18-2025 03:23,18-07-2025 04:00,-1,Sunny,Cash
TRP12312,Emma Johnson,33,Bangalore,BUS ,,,invalid_date,02-03-2026 23:11,3.2,sunny,UPI
TRP12313, Deborah Richmond ,,,Auto,1.41,498.97,,2025-06-21 13:02:30,,Sunny,UPI
TRP12314,JEFFREY EDWARDS,34,Hyderabad,Metro,28.09,₹1471.77,,,6,sunny,cash 
TRP12315,,twenty five,Mumbai,Auto,5.8,₹638.67,2026-03-14 11:43:33,2026-03-14 14:30:33,,storm,wallet
TRP12316, Cheryl Hart ,twenty five, Mumbai ,Bus,,error,2025-12-01 03:48:13,01-12-2025 04:33,,Cloudy,cash 
TRP12317,,N/A,,Walk,42.5,26.66,08/10/2025 10:40 PM,2025-10-08 23:47:36,,,wallet
TRP12318,Alexander,N/A,delhi,Bus,20.1,1278.92,2025-12-28 23:02:44,29-12-2025 00:01,-1,Fog,Cash
TRP12319,Cindy,75,,train,,₹801.98,01-04-2026 20:59,2026-01-04 23:28:05,five,sunny,UPI
TRP12320,STACY HALL,twenty five,Kolkata,metro,45.96,₹631.57,,07-11-2025 13:49,,storm,Card
TRP12321,Tommy,50, Mumbai ,Metro,unknown,873.38,19/10/2025 04:12 AM,19-10-2025 06:29,,sunny,UPI
TRP12322, Lance Turner ,N/A,,metro,unknown,,,2026-04-24 14:19:05,-1,storm,UPI
TRP12323, Sarah Ramirez ,twenty five,Bangalore,Auto,unknown,,,2026-04-02 08:41:07,-1,,Card
TRP12324,Kerri,46,Delhi,Taxi,unknown,error,2025-12-27 17:17:00,,6,Rainy,cash 
TRP12325,John,39,Bangalore,train,,₹1169.88,2026-01-21 05:13:49,,five,Cloudy,Cash
TRP12326,Sarah Christian,twenty five,Chennai,Bus,22.1,1450.17,invalid_date,,,storm,wallet
TRP12327,AMY FLOWERS,64,Mumbai,Metro,,₹713.05,2025-11-20 22:11:48,2025-11-20 23:56:48,6,storm,
TRP12328, Peter Massey ,N/A,Chennai,Auto,,₹500.26,09/02/2026 05:12 PM,2026-02-09 19:54:02,,sunny,wallet
TRP12329, David Grimes ,twenty five,delhi,BUS ,,,2025-10-07 06:47:08,2025-10-07 07:39:08,,Cloudy,Card
TRP12330, Mr. Nicholas Miller ,,Chennai,metro,41.5,,2026-02-10 13:44:33,,,storm,Card
TRP12331,,twenty five,Hyderabad,metro,16.2,₹587.31,,2026-02-23 19:13:21,five,Rainy,
TRP12332,Victoria Cardenas,N/A,Kolkata,train,21.6,error,invalid_date,,3.7,Cloudy,cash 
TRP12333,,twenty five,Pune,Bus,,,14/12/2025 08:43 AM,,4.9,,cash 
TRP12334,Steve,twenty five,Chennai,Walk,,error,invalid_date,,-1,storm,Card
TRP12335,Cameron,52,delhi,BUS ,unknown,1218.93,,,3.6,sunny,Cash
TRP12336,Jessica Clark,twenty five, Mumbai ,train,30.2,error,,05-08-2025 22:58,-1,sunny,Cash
TRP12337,,,Mumbai,Metro,,error,01-05-2026 15:45,2026-01-05 16:36:10,6,sunny,
TRP12338,Lucas,62,Pune,train,,1227.85,2025-12-27 09:54:30,27-12-2025 11:27,6,Rainy,
TRP12339,Shannon,twenty five,Kolkata,Auto,unknown,error,invalid_date,18-08-2025 08:04,,,UPI
TRP12340, Nicholas Tucker ,N/A, Mumbai ,BUS ,16.81,error,2025-09-21 09:59:53,21-09-2025 12:37,6,Sunny,
TRP12341,WILLIAM BIRD,71,Pune,Bus,47.08,error,invalid_date,,,storm,UPI
TRP12342,John Johnson,twenty five,Kolkata,Auto,unknown,₹1108.31,02-27-2026 10:31,2026-02-27 11:15:35,-1,Fog,
TRP12343,MRS. DEBORAH RHODES DVM,N/A, Mumbai ,BUS ,44.6,error,2025-12-17 20:52:17,,6,Rainy,cash 
TRP12344,SELENA STEWART,N/A,delhi,train,14.13,,,2025-05-25 10:18:50,five,Sunny,cash 
TRP12345, Regina Thompson ,,Hyderabad,train,35.2,,invalid_date,2025-07-24 02:04:47,5.0,,wallet
TRP12346,STACY JOHNSON,40,Delhi,Walk,34.26,679.09,,2026-01-18 06:10:24,,sunny,UPI
TRP12347, Louis Franklin ,twenty five,,train,unknown,error,invalid_date,23-02-2026 06:12,,Fog,Card
TRP12348,,53,delhi,Bus,35.0,921.3,03-26-2026 04:47,,6,Sunny,Cash
TRP12349,ERIN HANEY,twenty five,Mumbai,Auto,unknown,717.03,2025-12-25 10:50:41,2025-12-25 11:35:41,-1,sunny,cash 
TRP12350,Connie,,delhi,Bus,34.97,,,13-09-2025 10:14,4.2,storm,wallet
TRP12351,Timothy,51,Bangalore,Taxi,unknown,error,2025-11-17 18:45:27,17-11-2025 21:41,five,sunny,UPI
TRP12352,,twenty five,,Auto,unknown,error,12-18-2025 09:43,,,sunny,cash 
TRP12353, Christopher Rogers ,twenty five,Pune,metro,42.7,,2026-03-31 07:29:22,31-03-2026 08:56,-1,Rainy,Cash
TRP12354,Brian Mclean,23,Hyderabad,Metro,3.4,,12-12-2025 21:59,,1.4,Fog,cash 
TRP12355,Adrian Roach,16, Mumbai ,train,,₹664.16,,,6,storm,UPI
TRP12356, Christine Johnson ,N/A,Pune,Walk,,error,28/11/2025 05:09 PM,28-11-2025 18:12,five,Rainy,
TRP12357, Peter Wilson ,twenty five, Mumbai ,Bus,31.19,₹737.69,invalid_date,2025-10-04 03:54:28,,Sunny,Card
TRP12358,RICHARD SHAFFER,N/A,Delhi,Walk,1.2,error,,26-05-2025 19:45,1.7,Fog,Card
TRP12359,,twenty five,Pune,train,,879.29,05-01-2026 19:50,01-05-2026 21:47,five,storm,wallet
TRP12360,Kathy,, Mumbai ,metro,,,07-27-2025 16:16,27-07-2025 19:08,1.5,sunny,
TRP12361,,N/A,Kolkata,train,,error,invalid_date,12-08-2025 07:19,five,Sunny,UPI
TRP12362,CYNTHIA HOWELL,33,delhi,BUS ,19.09,1182.47,,,,storm,cash 
TRP12363,,twenty five,Bangalore,Metro,32.32,,2026-03-06 04:46:53,06-03-2026 06:20,,Cloudy,Card
TRP12364,Sara,36,Mumbai,Auto,,error,13/01/2026 08:50 PM,2026-01-13 21:21:07,five,Sunny,wallet
TRP12365,Linda,N/A,Chennai,Walk,31.01,₹1496.35,21/07/2025 10:00 AM,,-1,storm,Cash
TRP12366,,,Hyderabad,BUS ,unknown,₹1184.42,invalid_date,2025-10-10 18:12:28,6,storm,UPI
TRP12367,,68,Chennai,train,21.2,,2025-07-01 00:01:10,2025-07-01 01:31:10,,Fog,Card
TRP12368,Alan Hurley,twenty five,,train,8.7,error,13/01/2026 04:26 PM,,five,storm,Card
TRP12369,SUSAN HOOPER,twenty five,Hyderabad,Bike,,error,2025-07-08 20:12:30,2025-07-08 22:24:30,,Rainy,cash 
TRP12370,,,Bangalore,Bike,40.28,error,2025-08-20 10:57:20,,,Sunny,wallet
TRP12371,Brendan,twenty five, Mumbai ,Metro,,error,12/06/2025 04:48 PM,,4.8,sunny,wallet
TRP12372,Heather Barr,twenty five,Delhi,train,30.69,,,2026-01-27 17:33:43,3.2,sunny,UPI
TRP12373, Noah Graves ,N/A,Chennai,BUS ,unknown,₹1468.22,2025-05-25 06:04:53,2025-05-25 07:28:53,6,Rainy,Cash
TRP12374, Jason Cruz ,28,Delhi,metro,11.6,₹1031.53,,2025-11-18 19:21:24,five,Rainy,cash 
TRP12375, Michelle Rodriguez ,,Delhi,train,,₹684.38,12-25-2025 12:11,2025-12-25 13:39:04,,,
TRP12376, Patricia Oneal ,twenty five,Hyderabad,Metro,15.39,,,18-02-2026 01:34,,storm,cash 
TRP12377,Larry,,Bangalore,Metro,26.79,,invalid_date,,,Cloudy,UPI
TRP12378,Kimberly Gray,41, Mumbai ,Bus,21.98,error,2026-02-25 07:49:58,2026-02-25 09:45:58,3.6,,Card
TRP12379, Rachel Jones ,N/A,Delhi,Metro,,₹70.2,invalid_date,2025-12-29 02:10:01,-1,Cloudy,
TRP12380,Samantha Hutchinson,,Kolkata,Bike,,1113.87,21/04/2026 11:15 PM,,-1,Rainy,wallet
TRP12381,Sara,twenty five,Kolkata,Walk,16.94,₹795.49,08-27-2025 09:17,2025-08-27 10:22:03,,sunny,
TRP12382,DUSTIN PENA,33,Pune,train,35.42,,01/03/2026 12:15 AM,,-1,Sunny,Card
TRP12383,,64,Pune,BUS ,31.97,error,invalid_date,2026-03-09 13:18:48,-1,storm,UPI
TRP12384,Cynthia Hodges,47,,metro,44.5,1439.69,2026-03-27 08:55:17,2026-03-27 09:57:17,-1,Fog,wallet
TRP12385,,twenty five, Mumbai ,Bus,,error,06-14-2025 11:10,14-06-2025 11:54,five,sunny,Card
TRP12386,SAMANTHA WAGNER,twenty five,delhi,train,unknown,,,15-06-2025 11:00,,Sunny,cash 
TRP12387,Brianna Shepard,52,,BUS ,unknown,error,invalid_date,2025-11-04 01:42:09,five,storm,Cash
TRP12388,Nicholas,N/A,delhi,Bus,,₹175.09,10-10-2025 23:20,11-10-2025 01:15,-1,,
TRP12389,SAMUEL GUZMAN,,,Bike,36.69,996.59,invalid_date,,-1,Cloudy,wallet
TRP12390, Christian Miller ,17,Chennai,metro,22.8,,invalid_date,,6,Fog,
TRP12391,Madison Miller,N/A,Kolkata,Metro,40.04,₹303.1,07-16-2025 06:09,16-07-2025 07:37,-1,Rainy,UPI
TRP12392, David Allen ,62,Chennai,metro,,,19/02/2026 10:58 PM,,five,sunny,wallet
TRP12393,Alexandra,, Mumbai ,metro,,₹797.88,invalid_date,2025-09-04 08:25:01,five,storm,UPI
TRP12394,DR. ANDREW MOODY MD,twenty five,,Auto,unknown,error,22/06/2025 01:28 PM,2025-06-22 14:36:18,five,storm,wallet
TRP12395, Abigail Bell ,,,Walk,45.66,error,invalid_date,,,Cloudy,
TRP12396,SANDRA HAYES,N/A,,Auto,10.9,₹1329.54,invalid_date,,-1,Sunny,
TRP12397,Megan,,delhi,metro,unknown,₹202.69,invalid_date,07-06-2025 00:45,,Rainy,Card
TRP12398,Paul Bush,29, Mumbai ,Auto,,1197.32,2025-11-30 20:26:16,2025-11-30 22:42:16,,Cloudy,Cash
TRP12399,PEGGY BURTON,twenty five, Mumbai ,Metro,unknown,,2025-11-25 02:26:38,2025-11-25 03:20:38,five,Cloudy,wallet
TRP12400,,N/A,delhi,Auto,,error,2026-03-12 06:18:00,,five,Rainy,
TRP12401, Tom Dunlap ,N/A,Pune,Metro,unknown,error,,2025-07-09 23:34:12,,Sunny,
TRP12402,,,Mumbai,Auto,unknown,116.29,10-03-2025 01:08,03-10-2025 01:32,-1,storm,
TRP12403,Nicholas Greene,24, Mumbai ,Bus,49.9,error,invalid_date,08-12-2025 11:15,4.7,Cloudy,UPI
TRP12404, April Henry ,, Mumbai ,Taxi,unknown,error,07-20-2025 13:47,2025-07-20 14:13:29,five,Cloudy,Cash
TRP12405,,73,Delhi,Walk,37.2,error,09/08/2025 03:17 AM,,6,Fog,cash 
TRP12406,Jose,,,metro,unknown,₹268.99,2025-07-22 08:50:05,22-07-2025 11:11,five,Cloudy,UPI
TRP12407,PETER VARGAS,,Bangalore,Walk,unknown,,06-05-2025 21:19,05-06-2025 23:29,1.9,Cloudy,cash 
TRP12408, Eddie Santos ,N/A,,Bike,3.6,₹1250.11,invalid_date,2025-08-26 07:12:18,-1,sunny,cash 
TRP12409,STEVEN MARTINEZ,N/A,Hyderabad,Walk,,,2026-04-18 07:11:08,,6,Sunny,cash 
TRP12410,,twenty five,Mumbai,BUS ,39.69,1194.53,22/12/2025 12:06 PM,2025-12-22 13:23:57,,,wallet
TRP12411,,42,Mumbai,Metro,5.09,₹1022.22,20/07/2025 08:25 AM,2025-07-20 09:53:43,6,Rainy,UPI
TRP12412, Sydney Gardner ,59,Chennai,Bus,unknown,₹609.94,2026-01-28 04:32:15,28-01-2026 05:36,1.4,Cloudy,UPI
TRP12413,CHRISTOPHER LOZANO,22,delhi,Bus,,,05-31-2025 21:09,2025-05-31 21:25:46,-1,Fog,Cash
TRP12414,,20,Delhi,Walk,unknown,error,09-11-2025 00:21,,6,sunny,wallet
TRP12415,NICOLE LEONARD DVM,N/A,Mumbai,Auto,unknown,error,2025-07-04 06:19:29,2025-07-04 08:26:29,,,wallet
TRP12416,Kristin Klein,34,Bangalore,Auto,22.8,445.57,invalid_date,2026-04-04 13:42:41,five,Rainy,UPI
TRP12417, Stephanie Franklin ,59,,BUS ,,,invalid_date,,-1,Cloudy,
TRP12418,Megan Miller,68,Chennai,Bus,24.39,,17/08/2025 05:14 AM,17-08-2025 05:48,-1,Fog,Card
TRP12419,Sarah,twenty five,Mumbai,Auto,46.2,,,2026-04-18 04:01:56,6,Cloudy,Card
TRP12420,Rebecca,73, Mumbai ,Walk,unknown,396.17,invalid_date,2025-07-21 06:30:46,6,Sunny,UPI
TRP12421,Paul Robinson,twenty five,delhi,Auto,27.08,₹63.83,invalid_date,,6,Fog,Cash
TRP12422,Amanda Holt,20,Hyderabad,Bike,42.93,₹1312.26,2026-02-25 00:27:28,2026-02-25 01:46:28,,Rainy,Card
TRP12423,KIMBERLY BARBER,35,Mumbai,Bike,,₹1415.09,,2025-06-30 22:17:10,1.5,,wallet
TRP12424,Brett,24,Mumbai,train,46.11,,08-19-2025 20:50,,,,wallet
TRP12425, Matthew Vargas ,36,delhi,Bike,unknown,,10-15-2025 23:20,2025-10-16 01:53:44,,,Card
TRP12426,Johnny Zimmerman,twenty five,delhi,Bus,,₹1119.39,2025-06-13 23:30:06,,6,Cloudy,cash 
TRP12427,Patricia Soto,46,Pune,Walk,23.19,₹1153.62,11-27-2025 00:00,2025-11-27 00:08:17,,,Card
TRP12428,Vickie,,Chennai,Auto,11.9,error,2026-01-10 00:33:36,,,Rainy,Card
TRP12429,PATRICIA BATES,,Hyderabad,Metro,unknown,721.18,06-08-2025 09:13,,-1,,wallet
TRP12430,Joseph,17,Hyderabad,Taxi,,₹538.15,2025-06-21 23:27:28,,five,storm,wallet
TRP12431,,twenty five,,Taxi,15.11,,invalid_date,2026-03-05 02:46:43,-1,,cash 
TRP12432,Ellen Williams,48,Pune,metro,40.15,242.14,,24-11-2025 10:40,-1,Rainy,UPI
TRP12433,CHARLES HUGHES,twenty five,Hyderabad,train,24.82,₹1068.5,03-19-2026 14:17,19-03-2026 16:34,five,,wallet
TRP12434,Wendy Marquez,twenty five,Kolkata,Taxi,unknown,error,invalid_date,29-12-2025 17:01,1.7,,Card
TRP12435,LAUREN GARDNER,N/A,Bangalore,Metro,12.7,error,,,five,Fog,Cash
TRP12436,Johnny,N/A,Chennai,Metro,,error,,,6,Fog,
TRP12437,DIANA ROSE,,,Walk,23.24,644.97,,2025-06-03 17:59:11,,Sunny,Cash
TRP12438,Jennifer Mccann,twenty five,Delhi,Bus,,₹1021.07,invalid_date,,-1,sunny,Card
TRP12439,Tracy Mccormick,twenty five,Bangalore,Taxi,12.18,,2026-02-04 08:01:17,,five,Cloudy,Cash
TRP12440,DOUGLAS OLSON DVM,16,Hyderabad,metro,unknown,₹270.79,invalid_date,,five,storm,
TRP12441,Joshua Strong,16,,Auto,unknown,,,,five,Cloudy,Cash
TRP12442,MARISSA SOLOMON,N/A,delhi,Auto,unknown,,18/05/2025 09:29 AM,18-05-2025 11:15,,Fog,Cash
TRP12443, Matthew Terrell ,70,Delhi,Walk,,₹771.4,12-07-2025 01:30,,3.9,sunny,cash 
TRP12444,Christina Wallace,twenty five,,Auto,unknown,error,,,,Cloudy,wallet
TRP12445,Adam,30,Hyderabad,train,unknown,340.22,invalid_date,22-01-2026 12:31,6,Sunny,
TRP12446, Jenna Carr ,twenty five,Mumbai,Bus,49.4,,10/11/2025 11:06 PM,2025-11-11 00:37:33,6,Rainy,
TRP12447,Dr. John Garza,N/A,Delhi,Auto,31.5,error,10/08/2025 09:21 AM,2025-08-10 11:52:18,-1,Cloudy,UPI
TRP12448,Patricia Cunningham,N/A,Hyderabad,metro,7.35,error,20/08/2025 05:02 PM,20-08-2025 18:23,,storm,UPI
TRP12449,SONYA LANDRY,N/A,Delhi,train,47.31,error,,,1.5,sunny,wallet
TRP12450,DANIEL KENNEDY,74,,Walk,24.36,,,2025-05-18 11:02:24,6,Cloudy,
TRP12451,Robert,,Hyderabad,BUS ,49.95,,2026-01-10 19:44:52,10-01-2026 20:36,,Sunny,Card
TRP12452,Melissa,N/A,Delhi,Taxi,36.7,₹910.1,2026-04-06 06:59:17,2026-04-06 07:13:17,,sunny,
TRP12453,David Stewart,35,Hyderabad,metro,3.56,,09-07-2025 10:50,07-09-2025 12:45,3.1,Sunny,Cash
TRP12454,Christie Moore,72,Delhi,Bike,,₹703.7,,08-01-2026 12:48,,storm,Cash
TRP12455,Megan,51,,Taxi,unknown,488.06,,2025-07-14 16:54:49,-1,Fog,
TRP12456,Laura Cook,21,Bangalore,Bus,unknown,1028.27,,29-12-2025 15:49,,Rainy,Cash
TRP12457,Kenneth,17,delhi,Bike,,error,2025-07-28 19:05:25,,five,sunny,UPI
TRP12458,TONYA RODGERS,,Pune,BUS ,18.7,,invalid_date,,,sunny,
TRP12459,,twenty five,Kolkata,Bike,unknown,294.13,04/06/2025 07:55 AM,04-06-2025 08:22,,,
TRP12460,Matthew,47,Bangalore,BUS ,37.66,,,31-08-2025 20:17,1.1,Cloudy,
TRP12461,Marie,37,Kolkata,train,unknown,error,2025-05-17 07:12:04,,five,storm,wallet
TRP12462, Donald Stevenson ,N/A,,BUS ,46.34,₹425.8,2026-02-02 00:08:33,,-1,storm,Cash
TRP12463, Madison Mccullough ,70,,BUS ,22.3,error,,2025-06-15 03:23:44,-1,Rainy,Card
TRP12464,KYLE TURNER,N/A,Bangalore,Walk,unknown,error,,12-11-2025 07:41,6,Fog,cash 
TRP12465,Tracy Skinner,N/A,Pune,Auto,37.0,,invalid_date,03-01-2026 22:03,4.7,Fog,Cash
TRP12466,Robert,,Delhi,Taxi,48.49,,,15-04-2026 08:55,-1,,cash 
TRP12467,,N/A,Bangalore,Walk,31.9,,12-02-2025 04:12,,6,storm,
TRP12468, Kerry Randall ,N/A,Kolkata,Taxi,,,2025-12-15 15:23:20,,6,,wallet
TRP12469,KURT RICHARDSON,twenty five,delhi,train,33.9,,invalid_date,01-05-2026 15:17,6,storm,cash 
TRP12470,,twenty five,delhi,train,unknown,,10-30-2025 22:18,2025-10-30 23:13:12,6,Cloudy,wallet
TRP12471,Andrea Edwards,twenty five,delhi,BUS ,,error,,2025-07-04 16:57:09,6,Rainy,
TRP12472, Jennifer Nixon ,53,delhi,Taxi,17.81,,,27-03-2026 23:18,6,Cloudy,cash 
TRP12473,MICHELE GREER,,Delhi,Metro,,₹877.69,invalid_date,18-01-2026 20:17,6,Cloudy,
TRP12474,MARK ARNOLD,N/A,,Bike,1.2,1015.66,08/12/2025 10:42 AM,,6,Fog,Cash
TRP12475,KELLY PEREZ,22,Bangalore,metro,23.65,,2025-07-10 17:02:04,,five,sunny,UPI
TRP12476,,68,Hyderabad,train,,,,,6,Fog,
TRP12477,Nancy,26, Mumbai ,Bike,24.2,,18/01/2026 12:27 AM,2026-01-18 00:45:18,five,sunny,wallet
TRP12478, Anthony Mckee ,66,delhi,Auto,,,22/04/2026 11:28 AM,22-04-2026 12:23,-1,Rainy,Card
TRP12479,Allen,65,Chennai,BUS ,47.8,₹741.38,,,-1,Sunny,UPI
TRP12480,,twenty five, Mumbai ,BUS ,25.4,,invalid_date,23-09-2025 12:27,five,Cloudy,wallet
TRP12481,,N/A,Bangalore,Bike,unknown,₹780.41,05-25-2025 07:48,2025-05-25 07:57:05,2.1,storm,Cash
TRP12482,,24,Kolkata,Auto,39.55,,,2025-05-22 11:11:51,6,Rainy,Card
TRP12483,Mark,21,Chennai,Walk,11.24,,06-02-2025 01:40,02-06-2025 03:55,five,Sunny,UPI
TRP12484, Kathryn Clark ,19,Mumbai,BUS ,10.3,error,2026-01-25 03:15:08,2026-01-25 04:19:08,6,Rainy,wallet
TRP12485,EMILY HALL,69,delhi,Metro,5.09,,28/08/2025 08:05 AM,28-08-2025 10:34,-1,Cloudy,UPI
TRP12486,RODNEY ALVARADO,N/A,Delhi,Metro,11.2,error,2026-04-03 09:00:10,2026-04-03 10:48:10,,sunny,Cash
TRP12487,Rachel,37,Delhi,Bike,41.6,,2026-01-07 20:28:45,2026-01-07 21:59:45,five,Sunny,
TRP12488,Reginald Norton,36,Pune,Metro,8.4,,invalid_date,,2.7,sunny,Card
TRP12489,Teresa,N/A,Pune,Taxi,,,invalid_date,,-1,storm,Cash
TRP12490, Joseph Vaughn DDS ,N/A,Mumbai,metro,8.81,1194.13,2025-07-15 19:43:04,15-07-2025 21:25,4.9,Sunny,cash 
TRP12491, Jacob Bell ,N/A,Hyderabad,BUS ,9.3,,06-26-2025 12:40,26-06-2025 12:56,3.9,Fog,Card
TRP12492,KELLI MILLER,N/A,Bangalore,train,25.19,1055.97,2025-06-26 03:29:38,2025-06-26 04:58:38,-1,,wallet
TRP12493,TIMOTHY SMITH,N/A,,BUS ,3.11,628.25,16/03/2026 06:28 AM,2026-03-16 07:48:38,6,,cash 
TRP12494,Valerie Moran,44,Delhi,train,unknown,₹873.64,29/06/2025 08:03 PM,,6,storm,wallet
TRP12495,Michael Morris,N/A,Kolkata,Bus,,error,2026-03-14 05:16:08,,6,Fog,Cash
TRP12496,,72,delhi,BUS ,,error,,,6,storm,Cash
TRP12497, Shane Curtis ,twenty five,Mumbai,Taxi,unknown,,2025-12-05 19:08:19,,five,Sunny,Card
TRP12498,KEITH QUINN,N/A,,BUS ,10.6,1369.16,,2025-07-06 18:26:45,1.7,Fog,cash 
TRP12499,,N/A,delhi,train,29.95,₹1013.34,invalid_date,2025-08-31 00:19:29,five,storm,Cash
TRP12500,Ryan Pearson,51,Delhi,Taxi,18.53,₹1277.86,invalid_date,,2.0,Rainy,Card
TRP12501,Michael,38,Mumbai,Walk,22.5,error,,07-08-2025 06:52,,Cloudy,wallet
TRP12502,MR. DUSTIN WILLIAMSON,40,Bangalore,Walk,43.2,298.25,18/11/2025 02:54 PM,2025-11-18 17:37:02,,Fog,Cash
TRP12503,,,,Bike,22.5,error,,2025-05-17 20:31:04,,Sunny,Cash
TRP12504,Jonathon Ruiz,,Pune,Walk,unknown,₹1137.76,2026-04-23 20:42:13,23-04-2026 20:53,five,,Card
